Name,Age,Purpose,Depature,Destination,PeriodOfStay
석영준,52,other,jeju,fukuoka,16
피태현,61,business,incheon,tokyo,82
최채이,26,tourism,busan,saporo,65
엄가람,30,other,incheon,osaka,35
제채윤,56,tourism,busan,osaka,17
어도율,62,other,busan,fukuoka,81
허가을,21,business,jeju,osaka,40
박세아,15,tourism,jeju,saporo,47
좌건우,80,business,jeju,osaka,77
음도원,18,business,busan,fukuoka,38
견시현,69,tourism,busan,osaka,43
민아영,50,tourism,busan,osaka,52
정세현,34,other,jeju,tokyo,52
피주연,30,other,incheon,fukuoka,44
옥은준,53,other,jeju,saporo,72
갈서호,53,business,jeju,fukuoka,63
팽은수,51,tourism,incheon,saporo,15
권다연,18,tourism,gimpo,saporo,90
태채빈,63,business,busan,osaka,38
한유찬,9,other,incheon,osaka,5
은선호,79,business,busan,saporo,76
강성진,1,other,incheon,tokyo,24
임재혁,56,tourism,busan,saporo,65
음민서,36,business,gimpo,osaka,83
선현우,20,other,incheon,tokyo,42
한예슬,49,other,gimpo,tokyo,86
왕건희,42,other,busan,osaka,75
도아영,35,business,jeju,saporo,57
감지혜,60,business,gimpo,tokyo,15
도이안,53,other,jeju,saporo,9
옥서하,75,tourism,gimpo,saporo,25
호성빈,73,business,incheon,fukuoka,33
지수인,30,business,gimpo,saporo,6
채세린,7,business,jeju,tokyo,74
라하민,32,tourism,busan,osaka,9
성지한,79,business,incheon,tokyo,51
어예진,34,tourism,busan,saporo,19
문가연,45,tourism,busan,fukuoka,47
민재혁,13,business,jeju,saporo,48
하예담,27,tourism,busan,tokyo,79
금하은,45,other,incheon,saporo,48
허우주,58,business,gimpo,tokyo,53
음다원,72,tourism,busan,osaka,1
국은성,62,business,gimpo,fukuoka,19
손혜민,48,other,busan,fukuoka,90
이수인,62,business,jeju,osaka,8
변효은,65,business,gimpo,tokyo,78
현지완,18,business,busan,osaka,40
강태연,57,tourism,jeju,osaka,67
인준형,32,tourism,busan,osaka,87
성소미,59,other,jeju,tokyo,76
나서우,80,tourism,incheon,osaka,13
천태윤,73,tourism,gimpo,tokyo,43
길하성,54,tourism,jeju,tokyo,25
견서은,0,business,gimpo,tokyo,41
심도하,33,tourism,incheon,fukuoka,73
서준후,39,tourism,jeju,tokyo,86
심규현,72,other,jeju,osaka,14
부다원,33,other,gimpo,saporo,34
방윤채,23,other,gimpo,fukuoka,40
국하윤,5,tourism,jeju,saporo,38
봉연호,50,other,busan,saporo,5
백형준,78,business,jeju,fukuoka,8
고윤주,46,other,jeju,tokyo,34
여태리,17,tourism,gimpo,fukuoka,40
함아인,53,tourism,incheon,saporo,58
황원우,14,other,gimpo,osaka,87
문지원,37,other,incheon,osaka,62
장수호,55,business,incheon,osaka,50
서태현,77,business,incheon,tokyo,80
백선율,50,other,busan,saporo,15
용지훈,59,other,gimpo,tokyo,8
남동하,60,tourism,gimpo,fukuoka,5
심윤찬,55,other,gimpo,saporo,67
한예지,62,tourism,jeju,saporo,80
류주호,76,business,gimpo,fukuoka,10
함시환,65,tourism,gimpo,saporo,31
한효원,57,tourism,gimpo,saporo,54
문재윤,55,tourism,jeju,osaka,44
경민결,42,tourism,gimpo,saporo,81
위연준,46,tourism,jeju,saporo,37
남진혁,63,other,gimpo,osaka,84
김다온,52,tourism,gimpo,osaka,21
한우주,14,tourism,busan,saporo,58
제리안,21,business,incheon,saporo,64
문신우,60,business,jeju,osaka,68
서은율,1,other,gimpo,fukuoka,35
호리나,61,business,gimpo,tokyo,52
권사랑,75,other,incheon,saporo,8
동서원,6,tourism,jeju,fukuoka,25
왕연우,59,business,gimpo,saporo,6
성재훈,64,tourism,busan,fukuoka,37
간세아,38,other,gimpo,fukuoka,52
가지현,6,tourism,jeju,osaka,15
목예주,26,other,busan,tokyo,57
은시후,39,tourism,gimpo,tokyo,26
길이안,44,tourism,busan,osaka,88
현우주,26,tourism,gimpo,fukuoka,17
구승준,25,business,incheon,fukuoka,19
사하영,42,tourism,busan,fukuoka,74
남준호,10,tourism,gimpo,osaka,4
금지호,25,other,busan,tokyo,28
방은설,31,other,incheon,saporo,19
류승유,24,business,jeju,tokyo,16
부율,9,business,busan,osaka,11
배소윤,65,business,incheon,osaka,6
장윤호,68,tourism,incheon,fukuoka,1
태시호,1,other,incheon,saporo,27
연지오,21,other,busan,tokyo,58
진지온,48,other,incheon,tokyo,78
심민찬,4,other,busan,saporo,84
엄재이,7,business,jeju,osaka,6
송지호,32,business,gimpo,saporo,49
정주아,42,tourism,gimpo,saporo,14
윤세현,72,other,busan,osaka,67
빈아름,35,other,jeju,osaka,66
문윤하,29,other,busan,osaka,68
반리안,8,business,gimpo,tokyo,51
문서희,43,other,incheon,osaka,43
천민우,11,business,gimpo,osaka,62
양서진,10,business,incheon,tokyo,1
육세빈,7,business,gimpo,osaka,9
표현성,77,other,incheon,saporo,58
복예찬,5,other,incheon,saporo,80
시은수,63,tourism,gimpo,fukuoka,45
소소영,57,business,incheon,saporo,57
육민재,14,tourism,gimpo,osaka,45
민여진,15,other,gimpo,saporo,16
팽채민,47,other,busan,osaka,63
허라온,56,tourism,gimpo,tokyo,82
황아연,69,tourism,gimpo,osaka,58
왕현성,1,business,gimpo,osaka,66
허소민,35,other,incheon,osaka,54
마하민,50,other,jeju,osaka,15
손상민,73,other,gimpo,tokyo,67
이소윤,56,other,gimpo,saporo,37
좌서연,66,other,jeju,osaka,23
원하율,70,business,jeju,osaka,23
곽주아,72,business,busan,fukuoka,22
오하온,56,tourism,gimpo,saporo,37
지예림,56,business,jeju,osaka,12
송다혜,64,business,busan,tokyo,14
봉정은,48,business,busan,tokyo,27
류동건,17,business,jeju,osaka,40
마태율,51,business,incheon,saporo,62
부건희,43,tourism,incheon,tokyo,16
복윤서,22,tourism,incheon,osaka,86
설세현,26,business,incheon,tokyo,10
류다솜,7,other,incheon,osaka,73
육채빈,23,tourism,jeju,osaka,1
간로운,36,tourism,gimpo,saporo,27
채은호,38,other,busan,tokyo,38
기윤우,68,business,jeju,fukuoka,8
심시안,10,business,busan,saporo,13
길가연,51,tourism,incheon,tokyo,74
차진혁,10,tourism,busan,tokyo,35
당준영,18,tourism,busan,tokyo,1
맹준서,0,tourism,gimpo,tokyo,3
오윤성,4,other,gimpo,saporo,9
태나율,27,other,jeju,saporo,85
구서윤,62,tourism,gimpo,osaka,66
최동현,64,business,busan,fukuoka,14
천재인,67,business,jeju,osaka,45
국정현,70,other,gimpo,saporo,31
소지은,23,tourism,busan,tokyo,84
어주영,16,tourism,incheon,osaka,44
상우준,1,tourism,incheon,saporo,90
예가온,77,business,gimpo,osaka,20
시채영,71,business,busan,saporo,55
변하진,1,other,incheon,osaka,28
진강현,11,other,incheon,tokyo,5
진승민,3,business,gimpo,fukuoka,43
함민지,69,business,gimpo,tokyo,58
염지훈,52,other,jeju,saporo,66
이재인,32,tourism,jeju,fukuoka,50
허예슬,39,tourism,busan,tokyo,32
봉재우,47,tourism,gimpo,saporo,55
송지영,35,business,jeju,tokyo,54
갈온유,26,tourism,gimpo,tokyo,23
천민찬,50,business,incheon,fukuoka,2
금서윤,72,business,incheon,osaka,24
홍혜윤,10,other,gimpo,tokyo,26
갈우현,48,tourism,jeju,fukuoka,3
변민기,60,tourism,gimpo,saporo,17
여건,74,business,gimpo,saporo,86
마가영,33,tourism,busan,saporo,71
배채연,31,business,jeju,fukuoka,11
목서희,32,business,incheon,osaka,2
라태훈,33,business,busan,saporo,32
표태린,63,other,jeju,fukuoka,35
추예나,62,business,jeju,fukuoka,66
오시후,53,tourism,jeju,saporo,77
용윤찬,21,tourism,gimpo,fukuoka,14
국영우,7,business,gimpo,saporo,27
박지성,76,tourism,gimpo,fukuoka,81
남지안,66,other,gimpo,tokyo,64
주태준,4,business,busan,tokyo,41
신세영,56,tourism,gimpo,fukuoka,15
차하진,17,other,busan,fukuoka,32
부유빈,43,tourism,jeju,osaka,1
노채율,21,tourism,incheon,saporo,36
승정민,8,business,busan,tokyo,42
손지연,55,business,gimpo,osaka,89
예하진,76,other,busan,tokyo,81
동채민,42,tourism,incheon,osaka,76
장태훈,23,tourism,gimpo,saporo,23
양윤슬,5,other,jeju,fukuoka,30
승민하,1,business,gimpo,saporo,50
조은유,79,business,jeju,fukuoka,57
우지수,58,tourism,busan,tokyo,75
팽우영,9,business,jeju,tokyo,48
복성민,47,tourism,gimpo,fukuoka,23
천수현,20,business,busan,fukuoka,83
상소은,70,business,gimpo,fukuoka,56
허재은,34,tourism,gimpo,osaka,66
오지호,20,business,gimpo,tokyo,23
태윤재,31,business,busan,saporo,70
간윤진,53,tourism,gimpo,osaka,56
채민아,2,other,gimpo,saporo,33
구태리,53,business,incheon,saporo,64
류민하,12,other,jeju,fukuoka,18
좌현승,26,other,jeju,tokyo,79
모도아,71,other,gimpo,osaka,52
추동현,35,business,gimpo,osaka,79
최민영,66,other,incheon,tokyo,13
어은솔,33,tourism,incheon,fukuoka,67
여현서,69,tourism,incheon,saporo,32
위원준,1,business,jeju,osaka,9
은혜성,9,tourism,gimpo,fukuoka,20
빈서준,64,other,gimpo,tokyo,85
염현석,17,other,incheon,fukuoka,51
팽은유,66,tourism,busan,tokyo,80
노태건,43,other,busan,osaka,53
정효주,16,business,busan,osaka,79
사우주,27,other,busan,saporo,77
시승재,45,tourism,gimpo,osaka,14
제원준,55,business,incheon,saporo,44
위재희,13,other,gimpo,saporo,79
위서린,25,other,jeju,osaka,22
도용준,36,tourism,gimpo,saporo,7
상연지,44,tourism,gimpo,tokyo,83
박찬,80,business,jeju,tokyo,2
명온유,26,other,jeju,fukuoka,77
심민건,44,business,jeju,tokyo,86
강연호,58,other,jeju,saporo,78
방정훈,31,business,busan,osaka,44
온가인,39,tourism,busan,fukuoka,10
예정민,35,tourism,jeju,saporo,83
송다연,43,other,incheon,tokyo,23
조승후,10,other,incheon,fukuoka,3
남시원,19,other,gimpo,saporo,73
갈강우,42,business,jeju,osaka,61
설리나,22,business,gimpo,fukuoka,21
라수민,56,business,gimpo,fukuoka,89
어주희,25,business,incheon,tokyo,16
은가연,36,business,jeju,fukuoka,32
견세은,58,business,incheon,saporo,58
금다현,6,business,jeju,tokyo,6
배다은,28,tourism,busan,fukuoka,17
여은재,18,other,gimpo,osaka,83
복하윤,45,tourism,gimpo,tokyo,69
간태윤,75,other,busan,osaka,30
반종현,75,tourism,busan,fukuoka,66
모지혜,59,tourism,incheon,osaka,61
왕도은,49,tourism,incheon,tokyo,59
마원우,29,tourism,jeju,tokyo,13
경하나,64,tourism,gimpo,osaka,1
여로이,5,tourism,busan,fukuoka,13
장현,76,business,gimpo,osaka,7
공하영,32,tourism,busan,osaka,13
빈은설,36,other,jeju,tokyo,39
용동우,73,business,jeju,tokyo,34
함지한,78,business,busan,tokyo,45
길율,15,other,incheon,osaka,52
노세영,77,business,gimpo,osaka,48
강도원,12,other,incheon,fukuoka,89
류태하,42,tourism,jeju,tokyo,42
좌가온,2,tourism,incheon,osaka,25
나유빈,53,other,jeju,osaka,53
백은호,43,tourism,gimpo,fukuoka,67
금연우,47,business,incheon,osaka,41
박소율,61,other,gimpo,osaka,83
천성현,56,business,gimpo,osaka,2
용요한,31,other,gimpo,tokyo,73
국리아,29,tourism,jeju,fukuoka,52
호윤후,52,business,jeju,osaka,32
여시율,31,tourism,gimpo,osaka,5
표세아,34,other,gimpo,osaka,51
민수혁,77,business,busan,osaka,55
주민주,80,tourism,busan,saporo,14
양채현,37,business,jeju,tokyo,22
채예인,40,tourism,jeju,tokyo,78
송시윤,30,business,gimpo,fukuoka,16
단지혁,56,other,incheon,saporo,42
두동우,13,tourism,incheon,saporo,73
하유림,68,other,jeju,saporo,74
여상윤,25,other,gimpo,fukuoka,70
정성준,52,tourism,jeju,tokyo,52
성라온,56,tourism,incheon,fukuoka,60
표로운,63,business,gimpo,saporo,32
여종현,21,other,jeju,saporo,49
도정빈,55,other,incheon,osaka,15
조이한,35,tourism,busan,tokyo,22
임효원,19,business,jeju,tokyo,60
빈소영,80,other,incheon,fukuoka,50
황지아,7,other,busan,fukuoka,78
김나은,32,tourism,incheon,osaka,50
송시헌,16,tourism,jeju,tokyo,89
설지율,61,business,jeju,osaka,43
연규현,57,other,jeju,tokyo,9
하시온,69,business,busan,fukuoka,33
허소연,21,tourism,gimpo,osaka,4
류예서,23,business,jeju,osaka,61
우슬아,62,other,incheon,fukuoka,50
팽가인,56,other,busan,tokyo,2
간호준,74,other,jeju,fukuoka,48
복연재,57,business,jeju,osaka,72
용지온,58,tourism,incheon,fukuoka,54
길현석,44,business,incheon,saporo,41
시준수,11,other,gimpo,osaka,46
편유이,7,tourism,gimpo,osaka,61
염예지,11,business,busan,saporo,52
권다온,45,other,busan,saporo,17
강이한,16,tourism,busan,saporo,18
변진혁,43,business,jeju,osaka,22
복강민,16,business,incheon,osaka,81
태한결,39,tourism,gimpo,saporo,46
손재혁,41,other,busan,fukuoka,23
빈대현,65,tourism,jeju,saporo,79
강선율,79,business,busan,saporo,30
상시율,72,business,busan,saporo,57
반현진,68,other,jeju,fukuoka,75
손태린,52,tourism,busan,saporo,10
갈태성,27,business,jeju,osaka,59
국동욱,31,business,gimpo,saporo,44
옥하린,48,other,gimpo,osaka,62
고가은,28,other,busan,tokyo,71
제지완,40,business,incheon,saporo,82
갈예은,45,other,gimpo,osaka,40
임태환,5,business,busan,tokyo,71
예산,79,business,busan,osaka,8
두혜린,60,tourism,jeju,fukuoka,30
추가은,28,business,gimpo,tokyo,11
선세현,11,tourism,gimpo,fukuoka,37
강민정,42,other,incheon,tokyo,86
전다원,1,business,jeju,osaka,80
태나율,1,tourism,busan,osaka,38
천서우,42,tourism,incheon,fukuoka,78
손태린,68,other,gimpo,saporo,84
부지수,8,business,incheon,saporo,14
배예성,75,tourism,jeju,fukuoka,24
함유나,43,business,gimpo,tokyo,15
고도원,24,other,busan,tokyo,79
성민건,5,tourism,busan,osaka,86
육슬아,68,business,incheon,osaka,15
권승주,20,other,jeju,osaka,1
민하온,2,tourism,incheon,fukuoka,46
황혜진,70,other,gimpo,tokyo,69
장주연,30,tourism,gimpo,tokyo,80
문수민,52,business,gimpo,saporo,18
주민성,2,tourism,jeju,saporo,1
온나윤,14,business,incheon,saporo,59
라하음,34,business,gimpo,tokyo,77
원이서,22,business,jeju,osaka,19
가유이,19,business,incheon,tokyo,84
조하준,53,other,incheon,fukuoka,7
당효은,15,business,incheon,saporo,32
전하리,44,other,gimpo,tokyo,29
권채린,18,tourism,gimpo,saporo,28
설유민,57,tourism,jeju,tokyo,64
심현서,27,other,incheon,fukuoka,47
부건우,78,other,incheon,fukuoka,87
장이서,71,tourism,busan,osaka,13
상희찬,80,other,gimpo,osaka,49
태은성,41,tourism,busan,osaka,65
조연우,2,tourism,gimpo,saporo,24
안설아,51,business,gimpo,fukuoka,7
사채영,72,tourism,jeju,tokyo,14
목하윤,3,other,incheon,saporo,14
오다원,62,other,busan,osaka,44
남은성,8,other,jeju,saporo,9
명예은,2,other,jeju,saporo,23
용예지,43,tourism,busan,saporo,30
모정연,37,business,jeju,fukuoka,53
홍민영,43,other,busan,fukuoka,38
노호준,6,business,gimpo,fukuoka,58
온세빈,60,business,busan,saporo,15
옥승훈,32,tourism,busan,tokyo,65
호준희,69,other,incheon,saporo,89
하준후,22,business,incheon,saporo,65
가현호,23,tourism,jeju,osaka,47
엄한결,76,tourism,jeju,fukuoka,87
호이나,53,other,incheon,tokyo,50
명희원,63,tourism,busan,tokyo,50
현윤슬,76,other,incheon,osaka,38
엄신우,78,other,jeju,tokyo,46
소승민,71,tourism,gimpo,tokyo,33
음다윤,23,business,incheon,osaka,64
지준우,66,business,gimpo,osaka,7
옥우찬,48,tourism,incheon,saporo,72
문대현,34,other,busan,fukuoka,36
노성현,13,other,gimpo,fukuoka,89
차은설,30,business,incheon,fukuoka,43
황지효,67,tourism,jeju,osaka,57
노정민,77,tourism,incheon,tokyo,66
차하빈,78,tourism,gimpo,saporo,67
양민건,36,business,incheon,saporo,16
주이든,56,tourism,incheon,saporo,86
어민기,49,tourism,incheon,saporo,69
손서준,67,other,busan,saporo,45
정주아,38,tourism,gimpo,fukuoka,48
옥시온,55,business,busan,tokyo,41
설이한,44,business,busan,fukuoka,73
변준수,39,other,incheon,fukuoka,13
제서린,69,business,gimpo,tokyo,71
채보경,74,other,incheon,osaka,81
권율,35,other,gimpo,tokyo,23
금민기,69,other,gimpo,tokyo,65
채효원,9,business,incheon,fukuoka,46
안범준,50,other,incheon,osaka,8
박재영,10,other,gimpo,saporo,84
이가은,61,tourism,incheon,tokyo,76
소서희,9,tourism,gimpo,fukuoka,77
형다율,68,other,jeju,osaka,33
엄성진,47,tourism,incheon,osaka,40
허윤건,78,tourism,gimpo,osaka,61
주서윤,8,tourism,jeju,osaka,78
양주하,62,business,jeju,fukuoka,26
장유성,63,business,jeju,fukuoka,18
왕태연,79,other,busan,saporo,67
유서인,56,other,jeju,tokyo,64
피재율,61,tourism,incheon,fukuoka,53
왕태호,25,other,incheon,tokyo,52
길수현,80,other,incheon,fukuoka,24
배선우,13,other,busan,tokyo,1
설준희,33,tourism,incheon,fukuoka,62
노재희,32,other,gimpo,saporo,43
단채연,36,other,gimpo,osaka,85
목미소,54,business,incheon,tokyo,49
원승훈,58,other,gimpo,tokyo,54
금지은,19,other,gimpo,saporo,4
단민준,68,other,gimpo,saporo,83
차효주,80,tourism,busan,fukuoka,36
인솔,37,other,incheon,tokyo,2
차승유,33,other,jeju,osaka,77
왕윤우,52,business,incheon,saporo,40
남수현,42,business,gimpo,osaka,69
연로운,78,tourism,incheon,osaka,61
서서린,13,tourism,busan,saporo,53
조소민,50,tourism,gimpo,saporo,90
제채민,37,other,incheon,osaka,41
가다온,52,business,incheon,tokyo,64
반수지,7,business,busan,osaka,7
박채원,75,tourism,gimpo,osaka,76
하우영,19,other,gimpo,fukuoka,73
한규리,27,tourism,jeju,osaka,31
신다영,5,tourism,busan,osaka,5
봉효준,48,business,jeju,osaka,17
구수민,66,business,gimpo,tokyo,19
홍승윤,47,tourism,busan,tokyo,83
반지호,77,other,gimpo,osaka,39
좌강현,66,business,jeju,tokyo,17
석주원,38,other,gimpo,saporo,24
서혜빈,20,business,jeju,osaka,69
목율,50,tourism,gimpo,saporo,88
목승우,12,business,busan,saporo,23
육태은,66,business,gimpo,tokyo,34
선은우,33,other,busan,saporo,79
팽유안,76,business,jeju,osaka,17
명다영,22,other,jeju,tokyo,19
라태경,61,business,jeju,osaka,53
원윤건,0,tourism,gimpo,fukuoka,16
조도연,29,other,incheon,osaka,39
국동하,3,business,incheon,tokyo,48
원우성,44,business,incheon,tokyo,65
견채연,71,other,incheon,osaka,78
동예솔,35,tourism,jeju,saporo,83
가종현,23,other,incheon,tokyo,39
한원우,78,tourism,busan,fukuoka,60
공서준,24,tourism,gimpo,tokyo,53
오민찬,17,business,jeju,saporo,49
여수지,37,business,busan,tokyo,17
문지호,79,tourism,busan,fukuoka,77
탁나윤,75,tourism,gimpo,fukuoka,23
성시호,38,business,jeju,tokyo,30
엄윤하,32,business,jeju,tokyo,82
사민채,36,tourism,gimpo,saporo,88
신가현,35,business,busan,fukuoka,63
맹주안,36,other,gimpo,saporo,35
강준희,65,other,busan,tokyo,31
마혜빈,74,business,gimpo,osaka,55
음아준,29,tourism,gimpo,saporo,36
백도준,64,other,gimpo,fukuoka,61
배은서,18,tourism,incheon,fukuoka,30
두가람,26,other,jeju,osaka,62
현준,69,business,incheon,osaka,44
국성윤,67,business,gimpo,fukuoka,29
우윤진,33,tourism,gimpo,saporo,76
복가빈,65,other,busan,tokyo,82
기준서,16,tourism,busan,saporo,34
복준석,13,tourism,busan,fukuoka,55
문연서,15,other,jeju,saporo,44
이태현,59,other,busan,osaka,90
어예은,27,other,jeju,saporo,50
남채희,66,business,incheon,osaka,71
황은율,7,other,busan,tokyo,77
제은서,17,other,incheon,osaka,25
신유진,13,other,incheon,tokyo,87
채채희,51,other,incheon,saporo,46
지보미,67,tourism,busan,saporo,28
원정연,13,business,busan,saporo,47
가은율,67,tourism,busan,saporo,16
노현서,58,other,busan,fukuoka,10
빈은유,33,business,busan,osaka,89
하찬영,8,tourism,busan,saporo,27
한연우,33,tourism,gimpo,fukuoka,66
류시환,14,business,busan,saporo,9
은하진,40,tourism,incheon,tokyo,67
피선우,57,other,busan,tokyo,38
연예은,56,other,busan,fukuoka,38
당태환,32,other,gimpo,fukuoka,22
현민영,34,tourism,busan,osaka,50
음다온,77,tourism,gimpo,osaka,61
문다연,12,business,busan,fukuoka,53
팽라희,43,tourism,incheon,saporo,53
어도율,53,other,busan,tokyo,7
곽유진,71,business,gimpo,fukuoka,63
시가을,41,business,incheon,tokyo,52
천솔,48,other,incheon,tokyo,27
우시연,9,tourism,jeju,osaka,50
구승연,1,tourism,busan,fukuoka,23
온채영,54,business,incheon,osaka,62
여윤지,76,tourism,jeju,osaka,52
김이준,28,tourism,gimpo,fukuoka,78
팽새봄,6,business,incheon,saporo,66
나재준,14,tourism,jeju,saporo,37
권태하,67,other,gimpo,fukuoka,87
선성빈,28,tourism,gimpo,saporo,29
류찬우,41,tourism,gimpo,osaka,45
권시환,70,tourism,gimpo,fukuoka,51
류태우,27,tourism,incheon,saporo,66
기이솔,47,business,incheon,saporo,34
경예솔,77,other,busan,osaka,60
설유이,25,tourism,incheon,osaka,47
민재훈,41,tourism,incheon,saporo,70
시정윤,29,other,gimpo,tokyo,68
송진서,65,tourism,gimpo,osaka,50
설재율,71,other,busan,osaka,62
정한율,74,tourism,jeju,saporo,59
김소담,42,other,busan,fukuoka,8
한이서,50,business,incheon,osaka,22
경윤서,44,other,gimpo,tokyo,8
성서율,9,business,gimpo,fukuoka,79
여민건,76,tourism,incheon,osaka,7
차서율,8,tourism,busan,saporo,66
인수정,23,business,busan,saporo,85
왕정원,73,tourism,incheon,osaka,40
곽슬아,31,tourism,jeju,tokyo,72
당해나,66,other,incheon,saporo,16
제하린,14,other,incheon,osaka,44
맹세영,75,other,incheon,osaka,53
음민성,58,tourism,busan,saporo,34
피우현,54,other,incheon,fukuoka,89
고지후,31,other,gimpo,fukuoka,9
가동우,29,other,incheon,saporo,22
제현지,20,other,busan,osaka,20
유하윤,44,tourism,gimpo,tokyo,87
주민지,41,other,busan,fukuoka,22
천나율,35,tourism,gimpo,tokyo,88
태태훈,12,other,jeju,fukuoka,18
형예림,37,business,jeju,fukuoka,25
피혜정,33,tourism,incheon,saporo,51
배정현,58,other,incheon,tokyo,88
우가람,66,tourism,incheon,osaka,38
임율,28,other,incheon,saporo,23
나서은,45,other,jeju,tokyo,19
양다율,70,tourism,incheon,fukuoka,14
염라희,26,other,busan,fukuoka,1
유혜민,23,other,busan,tokyo,88
명아린,52,tourism,busan,fukuoka,24
구승찬,1,business,gimpo,fukuoka,43
권재윤,42,tourism,busan,fukuoka,29
지시연,6,tourism,gimpo,saporo,50
류승빈,48,business,jeju,tokyo,58
오이안,37,tourism,busan,saporo,14
좌나영,48,other,incheon,saporo,18
동다인,67,other,busan,fukuoka,79
최여준,39,other,jeju,saporo,75
부가람,36,other,gimpo,saporo,10
명준영,14,business,incheon,saporo,58
목성원,44,other,incheon,osaka,41
견유준,1,business,jeju,tokyo,26
가시온,50,business,jeju,tokyo,71
안유현,56,other,gimpo,fukuoka,6
한유주,51,tourism,gimpo,saporo,16
유소현,25,other,busan,osaka,79
구승현,61,tourism,busan,osaka,85
석수민,33,tourism,jeju,saporo,78
경시아,47,other,busan,saporo,86
기현지,3,other,jeju,fukuoka,56
천예원,10,other,busan,tokyo,65
승시윤,52,other,gimpo,tokyo,17
안혜린,56,tourism,incheon,saporo,50
현민우,23,tourism,busan,osaka,23
안승현,59,other,gimpo,osaka,83
최라온,71,tourism,busan,tokyo,51
하은우,11,business,incheon,osaka,42
사이한,38,other,incheon,tokyo,39
견진우,7,other,jeju,saporo,19
예유하,75,other,incheon,tokyo,52
인수진,56,tourism,incheon,tokyo,23
민우주,73,other,incheon,saporo,83
차가온,14,other,gimpo,tokyo,90
맹영우,69,tourism,jeju,tokyo,58
두새봄,40,tourism,jeju,fukuoka,81
송민주,14,business,busan,osaka,81
시준현,8,business,jeju,tokyo,32
국다율,46,other,incheon,osaka,12
도우준,61,other,busan,fukuoka,7
육수지,33,business,busan,tokyo,1
태은찬,12,tourism,jeju,saporo,3
용소이,70,tourism,jeju,osaka,66
주도은,61,business,incheon,tokyo,59
옥민성,21,other,jeju,saporo,87
팽유빈,13,other,jeju,tokyo,86
간민하,67,business,jeju,fukuoka,54
손채연,11,other,jeju,osaka,82
나태현,53,business,gimpo,osaka,78
현라엘,68,tourism,busan,saporo,37
라수혁,74,tourism,incheon,saporo,27
상선율,37,tourism,jeju,saporo,55
원라온,37,business,gimpo,saporo,59
엄서윤,75,other,busan,tokyo,22
전민재,0,tourism,jeju,fukuoka,60
장준후,36,other,busan,tokyo,89
박시은,15,business,gimpo,fukuoka,31
신유정,79,other,incheon,tokyo,13
남로운,69,business,gimpo,fukuoka,54
예서아,30,tourism,incheon,tokyo,83
복정현,57,tourism,jeju,fukuoka,19
복민혁,58,business,busan,osaka,35
음수지,43,business,busan,saporo,85
모재우,4,business,incheon,osaka,7
조주아,55,other,busan,saporo,44
나윤,37,other,incheon,tokyo,45
강도은,37,tourism,incheon,saporo,46
주강민,69,tourism,incheon,saporo,65
온동하,32,other,incheon,fukuoka,11
옥해나,3,business,gimpo,tokyo,62
복재희,34,business,incheon,tokyo,75
고유찬,18,business,jeju,tokyo,10
윤준호,7,other,gimpo,tokyo,62
조건후,41,tourism,busan,osaka,77
육지훈,46,business,busan,osaka,66
승유빈,53,business,busan,fukuoka,10
장수아,29,business,incheon,saporo,19
홍현준,75,tourism,busan,fukuoka,69
추성우,31,tourism,gimpo,tokyo,78
정한울,71,tourism,gimpo,fukuoka,72
명해인,56,business,jeju,fukuoka,35
빈해준,13,business,jeju,tokyo,25
음윤슬,17,business,busan,osaka,40
동하나,40,business,busan,saporo,17
배은찬,16,tourism,incheon,fukuoka,52
소태하,49,business,busan,fukuoka,39
제지한,52,other,gimpo,saporo,55
함성우,56,other,gimpo,osaka,26
차윤서,80,tourism,jeju,fukuoka,26
시하람,49,tourism,incheon,saporo,59
강민수,8,other,busan,tokyo,81
빈지혜,55,other,jeju,fukuoka,30
길다원,30,tourism,incheon,saporo,83
탁희찬,41,tourism,busan,fukuoka,40
간아준,65,business,incheon,saporo,42
맹희찬,35,tourism,jeju,saporo,37
인하성,6,business,jeju,osaka,86
편정현,14,business,incheon,saporo,1
고영준,10,other,gimpo,saporo,89
당세인,6,business,busan,osaka,50
한도아,44,other,busan,fukuoka,41
한준원,79,tourism,jeju,saporo,20
선윤후,14,tourism,jeju,tokyo,67
구상우,75,tourism,incheon,osaka,83
차다온,71,other,incheon,fukuoka,38
곽시원,74,tourism,jeju,tokyo,27
최나린,42,tourism,jeju,tokyo,51
위유안,0,other,gimpo,saporo,77
안민호,69,other,jeju,tokyo,30
류수호,56,other,busan,osaka,6
오아윤,32,business,jeju,tokyo,53
금소희,58,other,incheon,osaka,71
옥은서,4,tourism,gimpo,saporo,85
당주하,53,other,gimpo,saporo,74
류승재,43,tourism,gimpo,tokyo,17
공하연,0,business,jeju,osaka,77
신이안,32,business,busan,fukuoka,43
온하람,41,other,gimpo,osaka,37
차유정,39,other,busan,fukuoka,34
윤채린,57,business,jeju,osaka,68
양시준,37,other,incheon,osaka,23
길수아,58,business,jeju,osaka,30
유효은,80,business,busan,tokyo,24
석로운,50,business,incheon,osaka,52
권유진,72,tourism,incheon,osaka,77
정지안,36,business,jeju,osaka,51
반지운,29,tourism,busan,fukuoka,20
팽태환,59,other,jeju,tokyo,30
간채영,51,other,jeju,osaka,82
류윤아,70,business,busan,fukuoka,63
