name,gender,salary,departments,position
최규리,male,28617,marketing,header
설준호,female,17175,IT,manager
인지웅,male,15896,finance,header
김주환,male,23035,advertising,intern
경아인,male,27066,finance,manager
태현호,female,16744,marketing,header
추재현,female,21210,design,header
남시호,female,12568,advertising,manager
서소윤,male,29798,marketing,assistant
장세아,male,8225,marketing,assistant
문이한,male,17349,marketing,assistant
문지온,male,4952,design,assistant
국하민,female,17485,marketing,assistant
두지현,female,4920,marketing,assistant
동하성,female,17810,marketing,assistant
인나윤,male,8059,advertising,header
인이준,male,18389,finance,intern
노성훈,female,23597,marketing,manager
나태호,male,13448,finance,assistant
엄승준,male,13769,marketing,header
민찬희,female,14685,IT,assistant
전윤진,male,10408,advertising,assistant
우준석,male,14634,IT,assistant
은설아,female,15597,finance,manager
공범준,male,14820,finance,assistant
감민혁,male,10222,marketing,assistant
범태양,female,25910,advertising,header
오재훈,female,24798,marketing,assistant
간수민,male,29129,marketing,assistant
금은유,male,12796,marketing,assistant
정이나,male,27717,IT,assistant
황가람,male,11381,marketing,assistant
방율,female,9684,marketing,assistant
좌인우,female,18694,marketing,intern
인하음,male,5495,marketing,header
허가을,male,10709,marketing,intern
성연우,male,9711,marketing,assistant
노가람,male,28573,finance,header
경규빈,male,7319,marketing,header
최혜원,female,24216,marketing,assistant
갈유안,female,25032,marketing,assistant
현동욱,female,14712,IT,assistant
이라온,female,25215,marketing,assistant
추준성,female,29226,IT,assistant
원성우,male,17826,marketing,header
손리원,male,4704,finance,manager
육우준,female,20930,advertising,assistant
팽혜정,female,22028,marketing,manager
마하음,male,13713,finance,manager
여승빈,male,27194,finance,manager
예나영,female,5064,finance,intern
권승민,male,4740,design,manager
상아준,male,6379,marketing,assistant
사하준,male,27112,marketing,intern
현민우,male,6853,marketing,assistant
태다영,male,18301,marketing,manager
여용준,male,25833,marketing,assistant
표은준,male,25888,advertising,assistant
차시현,female,9579,advertising,assistant
김유진,female,10716,finance,assistant
부서영,female,8055,finance,manager
반민정,male,20210,advertising,manager
임다온,male,4229,advertising,assistant
국정후,male,17689,design,manager
인민호,male,27939,marketing,intern
여사랑,female,16708,advertising,assistant
손채민,female,5947,marketing,manager
임준호,male,15080,advertising,assistant
어연지,female,11244,advertising,intern
문재영,female,14739,marketing,intern
팽소연,male,28342,marketing,assistant
상순기,male,3917,marketing,manager
상주영,male,11099,marketing,assistant
피다경,female,22100,marketing,assistant
곽동욱,female,13159,marketing,assistant
당아인,female,29504,marketing,assistant
연찬,female,8040,IT,assistant
간리안,male,9197,marketing,header
음지안,male,18860,marketing,assistant
위윤슬,male,17785,advertising,assistant
천나윤,male,14841,marketing,assistant
조예진,female,24346,marketing,assistant
오우찬,male,5842,marketing,assistant
예주완,male,7243,marketing,manager
신민혁,male,9304,advertising,manager
안정후,female,5194,marketing,header
남지민,female,6469,advertising,assistant
채지후,female,22855,advertising,manager
고윤슬,male,23467,marketing,assistant
허은빈,female,25249,marketing,assistant
성동준,female,11032,advertising,header
지민혁,male,28987,marketing,assistant
당이나,female,15375,design,manager
심민지,male,19633,marketing,assistant
진예준,female,3663,marketing,manager
탁유성,female,9331,advertising,assistant
민가온,male,12560,advertising,assistant
두도훈,female,10918,marketing,assistant
변재현,female,3667,advertising,manager
진준희,female,15395,marketing,header
편보민,female,16701,advertising,manager
엄유빈,male,5623,finance,manager
선태우,female,20539,design,header
주건희,male,13661,marketing,assistant
모민영,male,23353,advertising,header
함도진,male,18597,marketing,assistant
모혜민,male,22320,marketing,assistant
길성원,female,6312,marketing,assistant
엄유빈,female,28995,advertising,assistant
류시윤,male,18653,finance,manager
성재우,female,25437,advertising,manager
서아린,female,9939,marketing,assistant
나강민,female,13088,finance,assistant
염이현,female,26758,finance,assistant
양서인,male,12674,design,assistant
추준수,male,22629,design,assistant
상윤후,male,21821,finance,assistant
갈민호,male,18693,advertising,header
방시온,female,14753,marketing,assistant
마우성,male,16814,IT,assistant
라지웅,male,16583,advertising,assistant
전시후,female,3842,marketing,assistant
팽준수,female,14390,marketing,intern
태승호,female,24506,design,manager
공채윤,female,6184,marketing,manager
연태린,female,27476,marketing,assistant
노이솔,male,7514,marketing,assistant
윤세연,male,5186,finance,assistant
태지민,female,23553,marketing,assistant
어승훈,female,20347,IT,header
온유이,female,15800,marketing,intern
송채영,female,23435,advertising,manager
이아라,male,17587,marketing,header
곽서율,male,4236,marketing,manager
형재윤,male,7100,marketing,assistant
옥주영,male,4691,design,manager
복나연,male,25523,finance,intern
민가빈,female,23926,design,assistant
소서아,female,15576,marketing,assistant
고태율,male,3676,finance,assistant
장예림,female,12883,design,assistant
범하늘,male,23803,marketing,assistant
복하온,male,14311,IT,assistant
변우빈,male,23317,finance,manager
승채율,female,10039,design,assistant
표승환,male,12800,marketing,header
반소희,female,29237,IT,assistant
윤유안,male,15564,marketing,manager
어건후,female,7897,marketing,intern
반승민,male,19119,design,header
당서율,male,16377,IT,assistant
문성우,male,7929,finance,intern
당효은,male,9764,marketing,manager
가리원,male,6644,IT,assistant
탁서인,male,3734,marketing,assistant
양대현,female,16055,advertising,manager
차단비,male,18439,advertising,assistant
기세희,male,24372,marketing,assistant
송하민,male,5952,marketing,assistant
문수민,male,17212,marketing,manager
서지혜,male,22579,advertising,assistant
송준형,female,29664,IT,assistant
곽나은,male,12996,marketing,manager
견태인,male,4246,IT,manager
복나윤,female,17832,marketing,header
맹유정,male,15149,marketing,assistant
빈은성,male,29807,marketing,intern
송재이,male,16139,advertising,assistant
홍가온,male,16625,marketing,assistant
방소영,male,4950,marketing,intern
온윤건,male,20547,marketing,manager
주아윤,male,11861,marketing,manager
감서인,male,10861,advertising,manager
함시현,male,21179,marketing,assistant
원준희,male,26545,marketing,intern
마연지,male,25988,marketing,manager
차가현,male,6865,marketing,manager
라선우,female,28709,marketing,assistant
원시안,male,3290,marketing,assistant
마서은,male,21051,advertising,assistant
여하율,male,19244,marketing,assistant
국주현,female,3536,advertising,manager
주채빈,female,21415,marketing,assistant
박정우,female,5995,design,manager
반온유,male,12049,marketing,header
구세연,male,26893,marketing,assistant
방지안,male,11140,advertising,assistant
민재우,female,6478,marketing,assistant
모보미,male,26609,marketing,assistant
최예린,male,12252,finance,assistant
노주원,female,21203,advertising,intern
차정원,female,9906,IT,manager
마하랑,male,27921,marketing,manager
육혜인,male,25677,marketing,assistant
방동혁,female,17770,marketing,manager
형가윤,male,10404,advertising,intern
추채윤,female,8757,marketing,manager
어현진,male,10752,IT,manager
기유리,female,21569,marketing,manager
권다연,male,21237,advertising,assistant
길세현,female,11340,finance,manager
정용준,female,27961,design,assistant
승유경,female,24322,marketing,manager
연채은,male,18626,advertising,manager
오도준,female,5092,advertising,manager
인태양,male,4199,advertising,assistant
사지호,male,8031,finance,manager
안상윤,male,14138,design,header
홍재준,male,6741,marketing,manager
사민성,female,6861,marketing,assistant
황승주,male,26627,marketing,assistant
상소민,male,4014,finance,assistant
구시은,male,17427,advertising,header
성시율,male,21738,advertising,assistant
도준원,female,9647,marketing,assistant
공지후,female,24202,marketing,assistant
형지현,female,23782,marketing,header
팽은호,female,19616,finance,assistant
장수현,male,15973,finance,assistant
조도진,male,9707,advertising,assistant
편태리,male,13004,IT,manager
모지환,male,13019,marketing,assistant
천현아,female,4389,IT,manager
구지성,female,16957,design,assistant
시효린,female,4569,finance,assistant
은정우,female,3427,marketing,manager
유하성,female,27123,marketing,assistant
육현우,male,17453,advertising,intern
하은솔,female,14452,advertising,manager
염이나,male,25540,advertising,assistant
단유진,female,7887,marketing,header
채민기,male,26377,IT,header
원현호,male,22534,IT,manager
모우현,male,26744,advertising,assistant
금지우,male,24571,advertising,assistant
문해준,male,24003,marketing,assistant
함시은,female,18422,advertising,assistant
은태린,female,26288,advertising,assistant
박서하,male,26318,marketing,manager
용지혁,male,19993,marketing,assistant
민효은,female,7559,finance,header
구별,male,14248,marketing,manager
호건후,male,19003,design,assistant
범나린,female,4419,design,assistant
복세희,male,26486,design,manager
강승현,male,12014,marketing,assistant
원서우,female,24644,IT,manager
갈이준,female,24783,marketing,manager
곽라엘,female,5953,design,assistant
음유이,male,8526,marketing,assistant
왕채빈,male,25472,advertising,assistant
현지민,female,14772,marketing,assistant
표민규,male,29929,marketing,manager
옥하늘,male,26298,design,manager
서동우,male,27380,marketing,manager
백다경,female,16550,advertising,assistant
표혜원,male,7103,marketing,manager
주윤슬,male,19274,finance,assistant
추진우,male,18131,IT,assistant
민우영,male,15331,advertising,intern
우은별,male,28733,design,assistant
손온유,male,29230,advertising,intern
이소희,male,18094,marketing,assistant
금하리,female,14648,marketing,assistant
송성준,male,7207,marketing,assistant
신지웅,male,9295,marketing,manager
차지원,male,17008,marketing,assistant
탁태현,male,17699,marketing,intern
채태환,male,16054,design,assistant
송도진,female,23239,marketing,manager
용채현,female,22486,marketing,assistant
정별,female,4143,advertising,manager
노태연,female,26115,design,manager
백태연,male,10260,marketing,intern
동진혁,female,29592,IT,manager
백채영,male,8077,advertising,manager
왕보경,male,20335,marketing,assistant
문예빈,male,28919,advertising,assistant
허준영,female,16422,marketing,assistant
도나린,female,14621,advertising,manager
문소율,male,18569,design,manager
나봄,male,13325,marketing,manager
위도경,female,12457,marketing,manager
심나현,male,15862,advertising,manager
견서린,male,28013,IT,manager
장보민,male,3364,IT,manager
갈동욱,female,4841,marketing,intern
주은수,female,22064,finance,assistant
정하음,female,23882,advertising,manager
은승환,female,23981,marketing,manager
서승재,male,18130,marketing,assistant
형현승,male,18539,marketing,assistant
오시헌,male,15035,marketing,assistant
홍태현,male,18534,marketing,manager
부사랑,female,13879,marketing,manager
고원우,male,17506,IT,assistant
용가온,female,15652,IT,intern
주준우,female,11527,finance,manager
옥태성,female,19757,marketing,intern
남세훈,male,13109,finance,assistant
허승아,male,5315,finance,assistant
태온유,female,22199,design,assistant
왕진우,male,11271,marketing,manager
마유현,male,22721,finance,assistant
허하준,female,28428,advertising,manager
황호준,female,8491,marketing,manager
박민주,female,6514,design,assistant
동현수,female,10595,marketing,assistant
부지혜,female,22577,IT,assistant
좌은솔,female,11983,advertising,assistant
정현승,male,8753,marketing,assistant
사한율,female,13924,advertising,assistant
백이든,female,9042,design,manager
육가은,female,9989,marketing,assistant
신나경,male,18241,marketing,assistant
엄연아,female,27508,marketing,manager
나서영,male,15082,finance,assistant
목강우,male,18063,design,manager
진시우,male,11722,IT,assistant
연도연,male,10760,marketing,assistant
위하성,male,18175,marketing,assistant
도선호,male,9789,IT,assistant
석소율,female,22017,design,assistant
유아연,male,24378,marketing,assistant
맹승우,male,23977,IT,assistant
설은채,female,9342,advertising,intern
제채아,female,12315,marketing,assistant
나하음,male,18261,marketing,intern
갈재이,male,10270,design,header
상은채,female,4742,marketing,manager
정찬영,female,25621,IT,manager
편윤찬,male,3847,advertising,manager
국형준,female,22570,finance,manager
부정연,male,28950,IT,header
봉이안,female,10972,marketing,manager
방채영,male,27338,IT,assistant
가준희,male,25568,marketing,manager
상단우,male,12092,advertising,intern
한태훈,female,28627,marketing,header
민민성,male,4141,finance,assistant
모동윤,female,21704,marketing,assistant
온주원,male,11603,finance,header
진규빈,male,6034,finance,intern
강재희,female,26514,marketing,manager
두재혁,male,3034,marketing,header
최예주,male,10442,advertising,assistant
서하율,male,20667,advertising,assistant
탁민우,male,25643,marketing,manager
홍태은,male,3836,IT,header
갈승훈,male,24252,finance,manager
현수현,female,13495,finance,header
배재은,male,7389,design,manager
부준호,female,18473,marketing,assistant
전연재,male,10598,advertising,manager
갈가영,male,18712,design,assistant
안시준,male,16912,advertising,manager
옥시후,female,20741,advertising,manager
남지원,male,7720,advertising,manager
간나현,female,22532,finance,intern
천태영,male,12688,design,assistant
호희원,male,28523,design,header
경재영,female,6944,marketing,manager
성소영,male,15500,design,assistant
최여원,male,29041,marketing,intern
당하린,female,13806,marketing,intern
염다연,male,9136,marketing,assistant
이다원,male,6912,advertising,assistant
두시완,male,4990,marketing,assistant
변사랑,male,26016,marketing,manager
경수민,male,3463,advertising,manager
예도원,male,19439,design,assistant
노나율,male,25690,marketing,assistant
류도하,male,24816,marketing,intern
박연지,male,11777,marketing,manager
연민기,female,14975,advertising,assistant
간은유,female,14567,marketing,manager
목지우,male,16889,IT,header
간건후,male,13570,advertising,manager
현하진,male,12873,finance,manager
송현준,male,24490,IT,assistant
온혜민,male,4706,finance,intern
부세영,female,17914,advertising,assistant
문윤아,male,25759,marketing,header
가원준,male,14311,marketing,assistant
양혜민,male,26649,advertising,assistant
홍민준,female,10815,design,assistant
어시호,female,10851,marketing,manager
유여준,male,25259,marketing,manager
견해준,female,5691,marketing,assistant
왕준혁,female,9462,finance,manager
금규현,female,15483,advertising,intern
간다윤,male,5186,marketing,assistant
임은호,male,28803,marketing,manager
어도현,female,8938,advertising,assistant
석주원,male,20395,advertising,manager
최다율,male,25860,marketing,manager
성하준,female,6932,marketing,assistant
견서원,male,8576,marketing,manager
유예주,male,16893,finance,assistant
구수현,male,4237,IT,header
음서빈,female,6429,marketing,assistant
진정윤,female,19423,marketing,manager
민지안,female,27109,marketing,assistant
윤다현,male,9509,IT,assistant
허도경,female,3752,marketing,assistant
사슬아,male,26980,design,assistant
피채영,female,13807,marketing,manager
이승윤,male,5203,advertising,assistant
태지오,female,4108,design,assistant
경지후,male,22705,advertising,assistant
성윤성,male,15369,marketing,manager
노민서,male,4486,advertising,assistant
남효원,male,4206,marketing,assistant
부유성,male,26591,design,intern
변새봄,female,13169,finance,assistant
승태인,female,8989,finance,manager
모재훈,female,16946,marketing,header
류선율,male,27417,marketing,assistant
문준우,male,17879,design,manager
주나경,female,7244,advertising,assistant
김유진,female,7542,advertising,assistant
호지혁,female,18665,advertising,assistant
여정현,female,13997,finance,assistant
성태오,male,20811,design,assistant
승민주,male,25456,marketing,manager
임단아,female,22029,marketing,assistant
동예성,female,14206,marketing,assistant
지이든,female,21434,design,assistant
명유정,male,13706,IT,assistant
나유경,male,4372,marketing,assistant
은은유,male,26683,marketing,intern
윤서율,male,8496,marketing,assistant
강하율,female,12686,marketing,manager
금예주,male,24377,marketing,assistant
감예은,male,23570,advertising,manager
길하영,male,5816,marketing,manager
왕도연,male,24767,finance,assistant
염혜인,male,15783,IT,manager
심아윤,male,14402,advertising,header
단예원,female,22563,design,manager
모하나,male,26796,IT,manager
손호진,female,21323,advertising,assistant
진다원,female,23714,marketing,assistant
간가은,female,10647,advertising,manager
육민아,male,22668,marketing,header
남수빈,female,4998,marketing,intern
마강현,female,8281,marketing,assistant
피서정,female,3500,marketing,assistant
윤성진,male,16866,advertising,assistant
권준우,female,27007,marketing,manager
안수정,male,13957,marketing,assistant
추태연,female,11653,design,assistant
전예빈,female,25179,marketing,assistant
우은찬,female,17045,IT,header
위소이,male,26133,advertising,header
임서진,male,16511,advertising,assistant
맹산,male,25057,marketing,manager
차재호,male,10061,finance,manager
최세은,male,6792,IT,manager
예건호,male,5063,marketing,manager
양소현,female,26958,marketing,assistant
구유찬,female,12040,design,manager
목나율,female,24718,IT,assistant
송세준,male,16152,advertising,intern
빈혜린,male,17098,marketing,manager
이주한,male,3007,marketing,manager
경지민,male,9465,advertising,manager
봉여진,male,18217,marketing,assistant
조서후,male,14221,marketing,assistant
최다율,female,13104,marketing,assistant
사도아,male,3131,finance,header
위은솔,female,7522,marketing,assistant
육유주,female,8447,marketing,assistant
황하린,female,12892,finance,assistant
차재윤,female,19605,marketing,manager
현나연,male,8925,marketing,manager
태한별,female,29355,design,intern
승연호,male,28552,marketing,header
탁지효,male,10101,marketing,manager
여고은,female,19222,IT,intern
어가빈,male,9951,advertising,intern
목이든,female,22556,advertising,assistant
상민호,male,9344,marketing,assistant
경민영,male,14793,marketing,assistant
표정원,male,15409,design,assistant
갈준호,male,22563,advertising,intern
문찬,female,20601,IT,intern
권여진,male,15030,design,assistant
채설아,male,17909,IT,assistant
표서율,female,11520,marketing,assistant
시수호,male,23209,advertising,manager
곽하온,male,9674,marketing,intern
견현진,female,10059,IT,assistant
목서진,male,9401,IT,header
공민찬,female,14072,marketing,assistant
천율,male,15691,marketing,assistant
서승현,male,11274,IT,manager
전지환,male,19190,advertising,manager
온채민,male,21373,IT,assistant
감가은,male,15898,marketing,manager
하세연,female,18562,marketing,assistant
편예은,male,18580,design,header
황서후,female,27024,marketing,assistant
한태우,female,15244,marketing,assistant
복민규,male,4731,marketing,assistant
위재희,male,15375,marketing,manager
남승주,male,6622,marketing,manager
좌서린,male,19146,design,manager
손재하,male,5834,design,assistant
표은찬,male,7106,advertising,assistant
문건호,male,15480,marketing,assistant
목지인,male,19345,IT,manager
엄시윤,female,23146,marketing,intern
전준수,female,14780,marketing,header
기수인,female,23899,design,manager
나현아,female,24739,marketing,assistant
시주원,male,12734,marketing,assistant
복성우,male,21027,marketing,manager
한승아,male,13784,advertising,assistant
천건,male,16355,marketing,intern
국은유,male,29904,finance,assistant
나예빈,female,22129,marketing,assistant
문성윤,male,8713,finance,manager
국예솔,female,7534,advertising,assistant
빈하리,female,13336,finance,header
범준형,male,12783,marketing,assistant
구봄,female,20375,marketing,assistant
음유준,male,6781,marketing,assistant
부성훈,female,5096,design,header
승상현,female,23671,marketing,assistant
석도율,male,23809,marketing,assistant
천유민,male,22749,finance,assistant
상별,male,3544,marketing,intern
상태훈,male,19982,advertising,manager
한민준,female,9873,advertising,assistant
동현우,female,8136,marketing,manager
모나현,male,4707,marketing,intern
시서호,male,4082,marketing,assistant
소은성,male,4518,marketing,assistant
안시후,male,3098,marketing,assistant
이효원,male,6314,design,assistant
곽한율,male,3524,marketing,assistant
염보경,male,12848,marketing,manager
소은혁,female,23698,marketing,assistant
심루아,female,8448,marketing,manager
김라온,male,28934,IT,assistant
정태희,male,18959,marketing,assistant
경민아,male,25760,finance,manager
김범준,female,17798,finance,header
반은율,male,16061,design,assistant
시가현,female,11383,marketing,assistant
피태오,male,6680,design,manager
호규빈,male,9697,marketing,assistant
여가윤,male,13635,marketing,header
음유정,female,6092,marketing,assistant
손이현,male,13320,marketing,assistant
곽민혁,female,16727,marketing,assistant
표경민,male,28336,marketing,header
설승빈,male,4572,marketing,manager
음윤채,female,10489,design,assistant
주가온,female,7188,advertising,assistant
오재호,male,15859,marketing,assistant
상혜린,male,17156,IT,assistant
한시훈,male,12647,finance,manager
유수민,male,25373,advertising,manager
왕하윤,female,18765,IT,assistant
안태인,male,14062,advertising,assistant
간다솜,male,21566,marketing,assistant
차지안,male,9301,marketing,assistant
어서인,male,3381,IT,assistant
단로이,female,14216,finance,header
두다원,female,16747,marketing,manager
길재훈,male,27272,marketing,manager
오준호,male,24258,advertising,assistant
팽윤재,male,8286,advertising,assistant
옥주완,female,26153,advertising,assistant
공한나,female,25805,finance,assistant
목시원,male,21138,advertising,header
상신우,female,15237,marketing,assistant
현이서,male,4304,marketing,header
피유안,male,3260,marketing,assistant
옥슬아,female,26835,IT,header
좌주희,male,16231,advertising,assistant
길준형,male,11580,marketing,manager
탁연재,female,22116,finance,header
한윤,male,9589,marketing,manager
부효원,female,3873,marketing,manager
맹윤재,male,23784,finance,assistant
피동준,female,12404,advertising,assistant
용승현,male,11624,marketing,manager
목지원,male,7241,marketing,manager
위다영,male,27171,marketing,assistant
위도연,male,17224,advertising,assistant
범시연,male,7346,design,manager
안승연,female,23624,marketing,assistant
공민규,male,23996,marketing,manager
유채윤,male,15947,IT,header
사재훈,male,23863,marketing,manager
현수민,female,14969,marketing,assistant
김준우,female,17638,finance,assistant
허태린,male,14579,marketing,assistant
원승후,male,20700,advertising,header
안연서,female,8254,design,assistant
길민경,male,15130,finance,assistant
민은채,male,3980,marketing,assistant
염수아,female,11708,finance,assistant
배우주,female,18766,IT,assistant
승건희,female,29481,marketing,intern
변예담,female,24092,marketing,intern
도동하,female,23635,marketing,assistant
임유빈,male,6548,design,manager
선수인,female,19603,marketing,manager
노승훈,male,9352,advertising,assistant
승다솜,male,15475,IT,assistant
추유안,male,13033,advertising,header
유예나,female,11305,design,assistant
육소원,female,8845,design,manager
함지성,male,25911,advertising,assistant
제윤아,male,3628,IT,manager
추예솔,male,26802,marketing,manager
우승재,male,27010,design,header
가루아,female,15909,marketing,assistant
이은호,male,29717,marketing,header
경은찬,female,29253,IT,assistant
남성윤,female,23889,marketing,intern
인시원,male,5942,design,assistant
은태인,male,8191,IT,intern
차정빈,female,17011,IT,manager
국해인,female,16335,marketing,header
길규민,female,25455,finance,manager
선주은,female,15927,marketing,assistant
당하나,male,29128,marketing,manager
현태리,male,28577,marketing,assistant
강민경,female,29877,marketing,assistant
견윤재,female,22221,marketing,manager
제동현,female,12760,advertising,intern
범라온,male,28399,marketing,assistant
봉성민,female,7401,marketing,intern
연여진,male,3686,marketing,assistant
천윤지,male,18787,IT,header
봉태호,female,18959,marketing,assistant
국찬희,male,17982,marketing,assistant
인별,female,24358,marketing,intern
음현우,male,29478,marketing,assistant
당지안,female,14799,advertising,assistant
제승연,female,20174,marketing,assistant
인정훈,male,15437,marketing,assistant
소채이,female,28282,design,manager
류별,male,16478,design,assistant
마단아,male,26452,design,assistant
단정원,male,5711,finance,header
백이든,female,5236,marketing,manager
함지오,female,7103,advertising,manager
엄성빈,female,29201,marketing,assistant
전라희,female,13082,design,header
감재이,male,3288,IT,manager
옥소윤,male,26844,marketing,manager
백건호,male,5593,marketing,assistant
사건희,male,23551,marketing,manager
전현,male,20238,advertising,manager
형예성,male,6727,marketing,header
박은혁,male,28832,IT,manager
추세아,male,5388,marketing,assistant
유서연,male,27493,design,assistant
엄리나,male,24737,finance,assistant
갈소은,male,6743,marketing,intern
홍채이,male,3758,IT,header
온가온,male,12275,marketing,assistant
어나영,male,21974,marketing,assistant
석준원,male,20051,advertising,assistant
연채민,male,4188,marketing,header
장지호,male,24674,advertising,intern
봉선우,female,21860,finance,assistant
용지현,male,15774,marketing,assistant
편서원,female,26554,marketing,assistant
부강민,female,26524,advertising,header
기하음,male,22925,finance,manager
소도진,male,5449,advertising,manager
구승호,male,16996,advertising,assistant
곽유성,male,8964,advertising,intern
호은지,male,15533,marketing,assistant
곽도연,female,4280,advertising,assistant
윤은설,male,21145,marketing,assistant
권수현,male,9878,marketing,assistant
선서아,female,27512,marketing,assistant
동다현,female,4469,advertising,manager
부라윤,male,20752,design,assistant
민채율,female,12821,marketing,assistant
양현진,female,21309,design,assistant
오상윤,female,18355,advertising,manager
목민호,female,23288,finance,assistant
성미소,male,22682,marketing,assistant
석가빈,male,29474,marketing,header
원민규,male,29398,marketing,assistant
공태경,female,27247,marketing,manager
소신우,male,26294,finance,manager
백서은,female,11559,advertising,assistant
양라온,male,20069,marketing,assistant
두준현,male,12773,marketing,manager
추윤건,male,10124,marketing,manager
좌세연,male,24920,marketing,assistant
여유림,female,16516,finance,assistant
기정연,female,17975,advertising,manager
지태이,male,25461,design,intern
석태린,female,22205,marketing,assistant
인채윤,male,26821,IT,manager
명효주,male,17541,marketing,intern
원주현,female,23974,marketing,header
노시우,male,8011,marketing,intern
류원준,male,20007,marketing,assistant
맹지환,male,27735,design,manager
오서빈,female,3920,advertising,assistant
옥윤,female,10843,finance,assistant
길채이,male,4284,IT,manager
장민결,female,4723,design,assistant
배가연,female,25203,finance,assistant
단시윤,female,10572,advertising,manager
윤재이,male,26685,advertising,manager
신여원,male,4720,marketing,assistant
배서원,male,16849,design,assistant
장은우,female,25647,marketing,header
정윤지,male,6092,marketing,assistant
상이서,male,28106,marketing,assistant
문지성,female,18402,marketing,assistant
범유빈,male,28121,marketing,header
표제이,male,15979,marketing,assistant
연예성,male,12309,marketing,assistant
염수현,female,19881,marketing,assistant
라미소,female,6264,marketing,assistant
안아영,female,20547,marketing,manager
백은비,male,25511,marketing,header
고예담,female,14613,advertising,assistant
호설,female,8688,design,assistant
고규빈,male,21297,marketing,assistant
차지후,male,24630,design,assistant
기시율,male,6845,advertising,intern
하보미,male,14681,marketing,manager
차지우,female,21715,IT,assistant
탁이서,male,4185,advertising,assistant
위소민,male,21363,IT,header
유현빈,male,12424,marketing,manager
나세아,female,17769,marketing,assistant
허시현,male,18177,marketing,assistant
부태우,male,21276,marketing,header
왕서우,female,25938,marketing,manager
구도영,female,26758,advertising,manager
우승훈,female,3493,design,manager
소다연,male,28731,marketing,manager
예채은,male,6173,IT,intern
안하랑,female,4071,marketing,manager
견호진,male,16776,marketing,assistant
견은솔,female,17719,marketing,assistant
엄다연,female,9645,advertising,manager
동민우,female,4376,finance,assistant
민승후,male,25840,design,manager
복현진,male,19914,finance,manager
팽시안,female,24739,advertising,header
서시은,male,21232,finance,assistant
온은혁,female,27405,marketing,manager
마건호,male,5155,IT,header
빈예담,female,27604,marketing,intern
현가현,male,25839,IT,manager
공도영,male,22889,marketing,manager
심동준,male,14288,marketing,intern
함하온,male,21724,marketing,manager
천서연,female,22589,marketing,assistant
금유민,male,4929,advertising,assistant
윤지성,male,21450,advertising,manager
승채연,male,17090,IT,manager
마수현,female,17515,finance,assistant
봉현빈,male,24058,marketing,manager
어은지,female,20917,marketing,manager
피승유,male,5585,marketing,manager
빈솔,female,21466,marketing,assistant
제인우,male,20968,finance,assistant
인주은,male,8349,advertising,assistant
하준현,female,14888,marketing,assistant
함동윤,male,11466,marketing,manager
곽지혁,female,18717,IT,manager
호재혁,female,22292,marketing,assistant
가나윤,male,29045,marketing,assistant
양유건,male,29602,marketing,assistant
국지훈,male,19130,finance,manager
연건희,male,5800,marketing,intern
천윤,female,20390,marketing,assistant
인효주,female,3877,marketing,assistant
길수혁,male,24184,advertising,intern
옥솔,male,9330,advertising,assistant
구지효,male,23014,marketing,assistant
장강민,male,19011,marketing,assistant
류찬우,male,28665,advertising,intern
강태호,male,18944,advertising,manager
맹승민,female,12551,marketing,assistant
주지윤,female,27281,marketing,assistant
연지오,female,3625,design,intern
국윤하,male,28496,marketing,header
음현진,male,22055,advertising,header
석선호,male,16810,marketing,header
반시훈,male,21980,marketing,assistant
승해나,male,16938,advertising,assistant
주태윤,female,14612,marketing,assistant
염혜원,male,26741,advertising,header
인은찬,female,29620,advertising,manager
왕승후,female,24548,marketing,manager
나하나,female,21892,marketing,assistant
채혜민,male,21589,marketing,assistant
고시율,female,21314,marketing,header
마재호,female,24577,advertising,header
박채율,male,10356,finance,intern
백주하,male,17536,marketing,assistant
경혜진,female,22730,marketing,assistant
채민재,female,6603,marketing,assistant
동순기,male,26755,advertising,assistant
현동현,female,18670,advertising,assistant
한주아,male,19769,marketing,manager
부태성,male,3879,marketing,manager
서하율,female,18836,design,assistant
태수현,male,15876,marketing,manager
가지원,male,9249,marketing,assistant
천이현,female,17724,marketing,intern
손여준,female,16250,marketing,assistant
양민우,male,11088,finance,assistant
변시율,male,29384,advertising,manager
설지윤,male,17106,marketing,assistant
허원우,male,4711,design,header
감새봄,female,18399,design,assistant
복현지,female,10223,IT,assistant
온하은,male,11619,marketing,assistant
황윤채,male,4802,IT,manager
채유하,male,9349,marketing,assistant
신태인,male,9436,marketing,manager
왕현서,male,20400,marketing,assistant
제동우,male,10755,finance,intern
변유은,male,17844,marketing,manager
위소이,female,16364,IT,manager
채현서,male,13270,marketing,header
곽태영,male,3012,advertising,manager
강하린,male,3781,advertising,assistant
방온유,female,11827,marketing,manager
한채희,male,29935,marketing,intern
어주혁,male,16496,IT,intern
감서호,male,18395,design,header
안희찬,female,7688,marketing,intern
피지온,female,19952,marketing,assistant
인혜성,male,4478,marketing,assistant
복정은,female,7666,marketing,assistant
복효원,female,26752,advertising,assistant
곽라온,male,11481,advertising,assistant
심서윤,female,26774,design,assistant
왕민규,female,19025,marketing,assistant
안예슬,male,21258,marketing,assistant
진유안,male,6147,marketing,manager
심윤호,female,22636,IT,manager
추윤서,female,3287,marketing,assistant
당선율,female,21720,advertising,manager
명하윤,male,26849,marketing,assistant
하효은,male,5777,marketing,assistant
